Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Davis Ltd,Multi-tiered dynamic projection,Won,6/27/24,6/26/24,Upsell,20700.0,Check-in Call,,,76.0
"Byrd, Mccullough and Armstrong",Function-based bandwidth-monitored installation,Lost,9/11/24,6/10/24,New,20700.0,TS-National ALA Booth Visitors 2024,Inertia (Provide Details),,6.0
"Higgins, Wallace and Joyce",Upgradable coherent paradigm,Lost,3/11/24,2/20/24,New,20700.0,BDR Outreach,Feature (Provide Details),,9.0
Myers Inc,Front-line executive help-desk,Lost,8/28/24,12/4/23,New,20700.0,BDR Outreach,Inertia (Provide Details),,8.0
Trujillo LLC,Reactive even-keeled throughput,Lost,1/24/24,9/1/23,New,20700.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Functionality (Provide Details),,28.0
Rogers Inc,Visionary 24hour emulation,Lost,7/24/23,6/13/23,New,20700.0,Referred by Employee,Functionality (Provide Details),,5.0
"Adams, Reynolds and Miller",Optional optimal protocol,Lost,10/15/24,5/22/23,New,20700.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Commercial; Environmental; Insurance; Litigation,19.0
Roberts LLC,Assimilated bottom-line Graphic Interface,Lost,8/10/23,5/16/23,New,20700.0,Demo Requests-Coyote-Website MQLs-071322,Price (Provide Details),Bankruptcy; Business Organizations; Litigation,8.0
Howard-Sullivan,Function-based fault-tolerant open architecture,Won,4/25/23,4/25/23,Upsell,20700.0,Check-in Call,,,76.0
"Hoover, Cross and Hutchinson",Ameliorated leadingedge circuit,Won,9/26/23,4/14/23,New,20700.0,Website Demo + Contact Us - Form Submissions,,Business Organizations; Corporate & Securities; Corporate Governance; Finance & Banking; Financing & Banking; Mergers & Acquisitions,8.0
Curry Group,Networked disintermediate hardware,Lost,6/1/23,2/28/23,New,20700.0,Consultant,Inertia (Provide Details),Real Estate; Water,6.0
"Richards, Garcia and Graham",Re-engineered bottom-line knowledge user,Lost,4/7/24,2/21/23,New,20700.0,Consultant,Inertia (Provide Details),Immigration,7.0
Hall-Gardner,Triple-buffered responsive secured line,Lost,4/7/24,2/8/23,New,20700.0,Referred by Vendor,Inertia (Provide Details),Labor & Employment,8.0
Landry-Harris,Multi-tiered systematic artificial intelligence,Lost,3/21/24,2/2/23,New,20700.0,BDR Outreach,Inertia (Provide Details),,12.0
"Macias, White and Mathews",Universal motivating model,Lost,6/30/23,1/30/23,New,20700.0,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,8.0
"Mitchell, Richardson and Hays",Robust value-added instruction set,Lost,9/18/23,11/15/22,New,20700.0,BDR Outreach,Inertia (Provide Details),,11.0
"Gonzales, Rojas and Chandler",Phased impactful installation,Lost,2/14/23,11/9/22,New,20700.0,BDR Outreach,Inertia (Provide Details),,9.0
Shepard-Perez,Cross-platform user-facing structure,Lost,2/6/23,11/8/22,New,20700.0,DEMO REQUEST-Coyote Cloud-102022,Inertia (Provide Details),Family,10.0
Richard Group,Persevering solution-oriented algorithm,Lost,5/19/23,10/7/22,New,20700.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,9.0
Tucker LLC,Optional bandwidth-monitored initiative,Lost,2/27/23,8/30/22,New,20700.0,Cold Call,Inertia (Provide Details),,11.0
Munoz PLC,Implemented mission-critical product,Lost,6/13/24,7/18/22,Upsell,20760.0,No Known Campaign Source,Inertia (Provide Details),,39.0
Snyder-Hawkins,Proactive composite parallelism,Open,11/29/24,10/23/24,Cross-Sell,20880.0,,,Arbitration; Construction; Elder Law; Employee Benefits; Environmental; Litigation; Mediation; Mergers & Acquisitions; Nonprofit Organizations; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,55.0
Green Inc,Balanced secondary challenge,Open,11/21/24,4/11/24,Cross-Sell,20880.0,BDR Outreach,,Construction; Franchise; Private & Hedge Funds; Real Estate,51.0
Thompson and Sons,Total non-volatile core,Won,6/4/24,9/25/23,Cross-Sell,20880.0,Referred by Employee,,Insurance; Litigation,56.0
White-David,Right-sized fresh-thinking collaboration,Won,1/19/24,4/4/23,Upsell,20952.0,Cold Call,,Appellate; Bankruptcy; Business Organizations; Commercial; Commercial Finance; Commercial Transactions; Construction; Energy; Environmental; Healthcare; Insurance; Mergers & Acquisitions; Other; Tax; Trusts & Estates; Workers Compensation,14.0
Phillips and Sons,Open-architected eco-centric application,Lost,3/21/24,1/29/24,New,21000.0,Website Demo + Contact Us - Form Submissions,Price (Provide Details),,8.0
Hamilton-Hunter,Devolved interactive hub,Lost,9/16/24,12/8/23,New,21000.0,BDR Outreach,Inertia (Provide Details),,8.0
Ferrell LLC,Phased radical circuit,Won,4/17/23,4/17/23,Upsell,21000.0,No Known Campaign Source,,,91.0
Shields Inc,Profit-focused intangible time-frame,Lost,1/17/24,4/11/23,Cross-Sell,21000.0,Referred by Employee,Inertia (Provide Details),Intellectual Property; Tax; Trusts & Estates,33.0
Sosa PLC,Pre-emptive interactive challenge,Lost,10/17/24,7/6/22,Upsell,21012.0,Check-in Call,Price (Provide Details),Business Organizations; Construction; Labor & Employment; Litigation; Other; Workers Compensation,11.0
Harris Ltd,Inverse content-based protocol,Lost,9/29/23,8/18/23,Upsell,21018.6,Check-in Call,Price (Provide Details),Administrative; Appellate; Bankruptcy; Construction; Government; Insurance; Labor & Employment; Land Use & Zoning; Litigation; Mediation; Medical Malpractice; Product Liability; Professional Responsibility; Real Estate,26.0
Williams PLC,Multi-tiered systematic secured line,Lost,3/26/24,2/26/24,New,21600.0,Inbound-Demo-Coyote Analytics,Functionality (Provide Details),,5.0
"Conrad, Lewis and Hamilton",Diverse dynamic installation,Open,12/12/24,10/22/24,Cross-Sell,21624.0,,,Commercial; Construction; Healthcare,53.0
"Wright, Young and Rollins",Proactive clear-thinking methodology,Won,5/6/24,2/8/24,Cross-Sell,21840.0,CoyoteAnalytics-Customer-Import,,Appellate,68.0
Evans LLC,Switchable bi-directional conglomeration,Lost,2/15/24,1/5/24,New,21900.0,Referred by Employee,Price (Provide Details),Business Organizations; Cannibis; Corporate Governance; Finance & Banking; Labor & Employment; Real Estate,7.0
Scott-Gonzales,Front-line multi-tasking support,Lost,9/25/24,6/28/24,New,22042.8,TS-National ALA Booth Visitors 2024,Inertia (Provide Details),,27.0
Jacobs and Sons,Seamless intermediate model,Won,3/28/23,2/1/23,Cross-Sell,22080.0,Demo Request-Inbound ContactEase Cross-Sells,,Appellate; Municipal; Public Finance; Real Estate,39.0
"Harris, Price and Smith",Visionary even-keeled methodology,Lost,7/30/24,2/1/24,New,22118.4,email-FinancialMgmtOverview-LeadershipReport-101923,Inertia (Provide Details),,7.0
"Olsen, Scott and Cooper",Implemented intangible Graphic Interface,Lost,6/13/24,1/19/24,Upsell,22200.0,No Known Campaign Source,Inertia (Provide Details),,65.0
Moody LLC,Switchable uniform archive,Lost,1/30/23,7/6/22,Upsell,22248.0,WB-DEMO REQUEST from webinar-Coyote Cloud-102522,Price (Provide Details),Business Organizations; Commercial; Construction; Contracts; Corporate & Securities; Environmental; Family; Government; Insurance; Labor & Employment; Litigation; Mediation; Other; Real Estate; Trusts & Estates,10.0
Allison-Jacobson,Expanded tangible alliance,Lost,6/12/24,3/4/24,Upsell,22500.0,No Known Campaign Source,Inertia (Provide Details),,98.0
Wilkins-Robertson,Expanded static orchestration,Won,3/28/24,7/6/22,Upsell,22524.0,No Known Campaign Source,,Communications; Intellectual Property; Media; Other; Utilities,18.0
"Morales, Foster and Cobb",Integrated context-sensitive collaboration,Lost,11/10/23,9/20/23,New,22800.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Price (Provide Details),,6.0
Schultz-Luna,Expanded 6thgeneration encoding,Lost,6/12/24,8/1/23,Upsell,22908.0,No Known Campaign Source,Price (Provide Details),Bankruptcy; Business Organizations; Commercial; Corporate & Securities; Finance & Banking; International; Litigation; Other; Real Estate; Restructuring; Sports; Trademark; White Collar,21.0
Smith-Potter,Customer-focused interactive paradigm,Won,2/7/24,12/11/23,Upsell,23100.0,No Known Campaign Source,,Bankruptcy,77.0
"Zamora, Jones and Herrera",Extended clear-thinking monitoring,Lost,4/7/24,4/7/23,New,23400.0,Consultant,Inertia (Provide Details),Elder; Family; Other,16.0
Wheeler Inc,Profound multimedia productivity,Lost,12/6/23,7/14/22,Cross-Sell,23400.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Functionality (Provide Details),Administrative; Litigation,97.0
Snyder-Mccann,Compatible non-volatile throughput,Open,12/31/24,4/9/24,Cross-Sell,23460.0,Check-in Call,,Bankruptcy; Gaming; Tax,53.0
Peck-Jenkins,Centralized neutral customer loyalty,Lost,4/16/23,10/31/22,Cross-Sell,23460.0,webinar - ContactEase and Coyote - ON24-090222,Inertia (Provide Details),Appellate; Arbitration; Class Actions; Commercial; Environmental; Insurance; International; Litigation; Other; Product Liability; Regulatory,28.0
Coleman and Sons,Synergistic fresh-thinking neural-net,Lost,4/29/24,4/5/22,Cross-Sell,23460.0,CE Integration Data,Feature (Provide Details),Bankruptcy; Litigation; Real Estate,63.0
Park-Bell,Organized regional alliance,Won,11/6/24,11/6/24,Upsell,24000.0,No Known Campaign Source,,Communications; Construction; Education; Government; Litigation; Other; Public Policy; Real Estate,99.0
Ramos-Gamble,Self-enabling eco-centric secured line,Lost,10/29/24,7/23/24,New,24000.0,BDR Outreach,Inertia (Provide Details),,43.0
Orr-Barber,Up-sized exuding open system,Lost,6/10/24,5/2/24,New,24000.0,BDR Outreach,Feature (Provide Details),,6.0
"Williams, Gallegos and Glenn",Multi-lateral local utilization,Lost,10/26/23,8/23/23,New,24000.0,Referred by Employee,Price (Provide Details),Construction; Labor & Employment; Litigation; Personal Injury; Real Estate; Transportation,13.0
"Williams, Randall and Watson",Triple-buffered modular intranet,Lost,10/5/23,7/27/23,Cross-Sell,24000.0,Referred by Employee,Inertia (Provide Details),Bankruptcy; Construction; Nonprofit Organizations; Real Estate; Trusts & Estates,38.0
Green-Wilson,Polarized discrete adapter,Won,6/26/23,5/1/23,New,24000.0,email-Monthly Newsletter-APRIL 2023,,Land Use & Zoning; Native American; Real Estate; Tax,57.0
Gonzalez-Gonzalez,Centralized clear-thinking help-desk,Won,9/27/23,4/25/23,New,24000.0,Website Demo + Contact Us - Form Submissions,,Business Organizations; Corporate & Securities; Insurance,34.0
"Wade, Small and Klein",Centralized foreground Internet solution,Lost,6/13/24,3/17/23,Cross-Sell,24000.0,Demo Request-Inbound ContactEase Cross-Sells,Inertia (Provide Details),Bankruptcy; Energy; Trusts & Estates,61.0
"Anderson, Black and West",Virtual systemic process improvement,Won,7/13/23,2/10/23,New,24000.0,Referred by Client,,Insurance,12.0
"Clark, Baker and Foster",Sharable grid-enabled model,Lost,6/13/24,10/5/22,Upsell,24000.0,IGNITE-2023-registrants-013023,Inertia (Provide Details),Class Actions; Commercial; Construction; Litigation; Other; Product Liability,8.0
Rodriguez-Williams,Open-source needs-based success,Lost,3/10/23,9/16/22,New,24000.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,4.0
Thornton-Moore,Sharable leadingedge portal,Lost,5/5/23,7/7/22,Cross-Sell,24000.0,Coyote Transfer Opp,Inertia (Provide Details),Appellate; Business Organizations; Commercial; Environmental; Labor & Employment; Real Estate,44.0
"Knapp, Moss and Jackson",Fundamental fresh-thinking contingency,Lost,6/13/24,5/4/22,Cross-Sell,24000.0,Inbound-ContactEase-DemoRequest,Inertia (Provide Details),Commercial; Government; Real Estate; Trusts & Estates,68.0
Stewart-Stevens,User-centric 4thgeneration extranet,Lost,2/17/23,6/25/21,New,24000.0,ConnectAndSell,Inertia (Provide Details),,24.0
Castro PLC,Exclusive composite synergy,Lost,5/10/24,4/20/22,New,24168.0,LMA-boothDEMOmanual-032422,Inertia (Provide Details),,84.0
Brandt Inc,Self-enabling zero administration archive,Lost,10/21/24,3/22/24,Upsell,24360.0,Check-in Call,Inertia (Provide Details),Appellate; Aviation; Commercial; Construction; Insurance; Labor & Employment; Litigation; Product Liability; Transportation; Trial & Appellate Litigation,15.0
"Mcdonald, Myers and Obrien",Integrated eco-centric Graphic Interface,Lost,8/21/23,7/19/22,Upsell,24360.0,Coyote Transfer Opp,Inertia (Provide Details),Commercial; Contracts; Litigation; Other,20.0
Gay-Barnes,Mandatory intermediate task-force,Open,11/22/24,6/10/24,New,24450.0,BDR Outreach,,,8.0
Simon-Collins,Focused user-facing open architecture,Open,11/22/24,6/13/24,Cross-Sell,24576.0,Cold Call,,Business Organizations; Commercial Finance; Corporate & Securities,0.0
Blair-Curry,Reduced reciprocal middleware,Lost,6/12/24,1/19/23,Upsell,24600.0,Cold Call,Inertia (Provide Details),,53.0
Keller Ltd,Ergonomic stable productivity,Lost,8/7/24,5/29/24,Upsell,24720.0,No Known Campaign Source,Price (Provide Details),Commercial; Intellectual Property; Personal Injury,10.0
"Maldonado, Johnson and Wright",Business-focused eco-centric Graphic Interface,Won,8/25/23,8/25/23,Upsell,24720.0,No Known Campaign Source,,,11.0
Molina Group,Multi-lateral zero administration framework,Won,9/28/23,7/5/23,Upsell,24720.0,No Known Campaign Source,,,26.0
"House, Wilson and Rowland",Total zero-defect Internet solution,Open,11/20/24,7/6/22,Upsell,24720.0,No Known Campaign Source,,Commercial; Family; Finance & Banking; Medical Malpractice; Oil & Gas; Other; Product Liability; Real Estate; Trusts & Estates,8.0
Dominguez LLC,Seamless discrete leverage,Lost,11/8/23,7/6/22,Upsell,24720.0,No Known Campaign Source,Inertia (Provide Details),Family,16.0
Rivera Ltd,User-friendly 24hour encoding,Lost,1/3/23,6/23/22,New,24720.0,Consultant,Inertia (Provide Details),Maritime,12.0
Long-Allen,Programmable bi-directional concept,Open,10/31/24,7/15/24,New,24735.0,ALA - Boston,,Labor & Employment,6.0
Woods-Sherman,Future-proofed national knowledgebase,Open,12/20/24,9/30/24,New,24960.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,79.0
Diaz-Chavez,Synergized zero administration throughput,Lost,6/20/24,4/5/23,New,24999.96,demo request-ALM coyote CoBrand-031023,Inertia (Provide Details),,12.0
Rosales-Mitchell,Grass-roots non-volatile Graphical User Interface,Open,12/28/24,11/4/22,Upsell,25512.0,WB-DEMO REQUEST from webinar-Coyote Cloud-102522,,Family,6.0
Stevenson-Adams,Virtual secondary parallelism,Lost,4/7/24,3/29/23,New,25740.0,BDR Outreach,Inertia (Provide Details),Bankruptcy; Commercial Transactions; Construction; Labor & Employment; Litigation; Real Estate; Trusts & Estates,5.0
Young LLC,Proactive exuding firmware,Lost,6/20/24,8/2/23,New,26190.0,Referred by Client,Inertia (Provide Details),,14.0
"Mitchell, Yang and Olson",Optimized holistic frame,Lost,9/23/24,9/6/24,Upsell,26364.0,webinar-Coyote Practice Management for ON PREM-050924,Inertia (Provide Details),Commercial; Contracts; Litigation; Other,20.0
Medina-Harding,Reduced leadingedge migration,Open,11/15/24,8/24/23,Upsell,26364.0,Check-in Call,,,77.0
Eaton-Mitchell,Polarized fault-tolerant definition,Lost,4/29/24,6/14/23,New,26400.0,Consultant,Inertia (Provide Details),,8.0
"Smith, Waters and Morton",Switchable full-range capability,Lost,6/15/23,12/16/22,New,26400.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,11.0
Perez and Sons,Intuitive static orchestration,Lost,6/15/23,4/5/22,Cross-Sell,26832.0,CE Integration Data,Inertia (Provide Details),Business Organizations; Corporate & Securities; Insurance,91.0
Alvarez-Bass,Virtual web-enabled contingency,Lost,9/18/23,12/15/21,New,26916.0,ALA - Atlanta 2021,Functionality (Provide Details),Insurance; Litigation,19.0
"Lane, Lopez and Taylor",Optimized hybrid complexity,Open,12/31/24,4/5/22,Cross-Sell,27024.0,Cold Call,,Bankruptcy; Commercial; Construction; Elder; Land Use & Zoning,102.0
Wallace-Washington,Profound attitude-oriented installation,Lost,7/23/24,8/31/23,New,27144.0,Cold Call,Functionality (Provide Details),,86.0
Bell-Torres,Team-oriented didactic function,Lost,6/13/24,10/6/22,Cross-Sell,27540.0,Cold Call,Inertia (Provide Details),Corporate & Securities; Government; Land Use & Zoning; Litigation; Real Estate; Tax; Trusts & Estates,39.0
Ryan-Adkins,Exclusive context-sensitive product,Lost,8/19/24,7/16/21,Upsell,27576.0,Check-in Call,Inertia (Provide Details),Environmental; Natural Resources; Water,40.0
"Moss, Juarez and Dunlap",Distributed zero tolerance application,Lost,10/23/24,3/22/24,New,27600.0,LMA 2024 - Pre-Show Registrants,Inertia (Provide Details),,
Mckenzie PLC,Open-architected 24/7 implementation,Lost,4/7/24,12/19/22,New,27600.0,WR-Demo Request-0222-Solutions Overview:ContactEase-PG1137A1,Inertia (Provide Details),,54.0
"Johnson, Bird and Walters",Team-oriented multimedia website,Lost,8/29/23,7/15/22,Upsell,27600.0,Referred by Employee,Functionality (Provide Details),,439.0
"Dougherty, Foster and Davis",De-engineered bi-directional function,Open,12/19/24,7/29/24,Upsell,27800.04,,,,109.0
Valdez-Hicks,Horizontal value-added encoding,Lost,2/21/24,4/25/23,Upsell,27900.0,Cold Call,Inertia (Provide Details),Bankruptcy; Commercial; Real Estate; Tax,20.0
"Swanson, Esparza and Beasley",Profit-focused interactive strategy,Open,12/16/24,2/12/24,Upsell,28080.0,No Known Campaign Source,,Bankruptcy; Commercial Transactions; Corporate Governance; Energy; Environmental; Insurance; Intellectual Property; Labor & Employment; Mergers & Acquisitions; Real Estate; Structured Finance; Tax; Trusts & Estates,171.0
"Arnold, Hicks and Diaz",Quality-focused 4thgeneration paradigm,Open,11/22/24,8/20/24,Upsell,28188.0,Check-in Call,,Litigation; Other,14.0
